ticker,company,industry,source_sector,source_industry,classification_source,source_url
GBR,New Concept Energy Inc Common Stock,"Exploration, Production and Refining",Energy,Oil & Gas Production,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
QCLS,Q/C Technologies,Computer Hardware,Technology,Computer Hardware / photonic computing,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/qcls/
AWX,Avalon Holdings Corporation Common Stock,Commercial Services,Utilities,Environmental Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ASTI,Ascent Solar Technologies Inc. Common Stock,Semiconductors,Technology,Semiconductors,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IMMX,Immix Biopharma Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
FNWD,Finward Bancorp Common Stock,Commercial Banks,Finance,Major Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SEGG,Sports Entertainment Gaming Global,"Restaurants, Hotels and Leisure",Consumer Discretionary,Gambling,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/segg/
SONM,Sonim Technologies Inc. Common Stock,Communications and Networking,Utilities,Telecommunications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ARL,American Realty Investors Inc. Common Stock,Services (Non-Financial),Real Estate,Other Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MVST,Microvast Holdings Inc. Common Stock,Commercial Products,Miscellaneous,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TCI,Transcontinental Realty Investors Inc. Common Stock,Other Financial Services,Real Estate,Real Estate Investment Trusts,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CTNT,Cheetah Net Supply Chain Service Inc. Class A Common Stock,Consumer Durables,Consumer Discretionary,Motor Vehicles,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RR,Richtech Robotics Inc. Class B Common Stock,Commercial Products,Industrials,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NCPL,Netcapital Inc. Common Stock,Other Financial Services,Finance,Finance: Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TLF,Tandy Leather Factory Inc. Common Stock,Apparel and Accessories,Consumer Discretionary,Apparel,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SBFM,Sunshine Biopharma Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NAKA,Nakamoto Inc.,Capital Markets/Institutions,Financials,Capital Markets / Bitcoin-native investment company,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/naka/
DOMH,Dominari Holdings Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
STI,Solidion Technology Inc. Common Stock,Commercial Products,Miscellaneous,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
KITT,Nauticus Robotics Inc. Common stock,Commercial Products,Industrials,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CVM,Cel-Sci Corporation Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CVU,CPI Aerostructures Inc. Common Stock,Commercial Services,Industrials,Military/Government/Technical,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SIEB,Siebert Financial Corp. Common Stock,Capital Markets/Institutions,Finance,Investment Bankers/Brokers/Service,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),Commercial Banks,Finance,Savings Institutions,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BJDX,Bluejay Diagnostics Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
HLX,Helix Energy Solutions Group Inc. Common Stock,Energy Services,Energy,Oilfield Services/Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
